0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:44 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:44 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:46 +0900] "GET /shopping22/admin/categoryManage/largeCategoryUp.jsp?lno=1&lstep=6 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:46 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 27185
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:46 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:46 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:50 +0900] "GET /shopping22/admin/categoryManage/largeCategoryUp.jsp?lno=1&lstep=5 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:50 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 27185
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:50 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:50 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:42:20 +0900] "GET /shopping22/admin/categoryManage/insertLCategory.jsp?lcname=Test HTTP/1.1" 200 127
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:42:22 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 28261
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:42:22 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:42:22 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:42:33 +0900] "GET /shopping22/admin/productManage/prodList.jsp HTTP/1.1" 200 4763
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:42:36 +0900] "GET /shopping22/admin/productManage/prodInsertForm.jsp HTTP/1.1" 200 11132
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:42:48 +0900] "GET /shopping22/admin/productManage/prodList.jsp HTTP/1.1" 200 4763
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:42:50 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 28261
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:42:50 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:42:50 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:50:37 +0900] "GET /shopping22/user/main.jsp HTTP/1.1" 200 13936
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:50:37 +0900] "GET /js/jquery.js HTTP/1.1" 404 823
